File name, prediction
MEL_dia23_utt2_negative_NEU,happy
MEL_dia66_utt0_negative_NEU,neutral
MEL_dia62_utt3_positive_NEU,neutral
MEL_dia44_utt3_neutral_NEU,neutral
MEL_dia4_utt1_positive_NEU,happy
MEL_dia49_utt10_negative_NEU,neutral
MEL_dia28_utt11_neutral_NEU,happy
MEL_dia30_utt12_neutral_NEU,happy
MEL_dia20_utt8_neutral_NEU,fear
MEL_dia9_utt1_negative_NEU,neutral
MEL_dia5_utt1_negative_NEU,neutral
MEL_dia23_utt4_negative_SAD,neutral
MEL_dia71_utt2_positive_HAP,neutral
MEL_dia61_utt6_positive_HAP,neutral
MEL_dia12_utt16_neutral_NEU,neutral
MEL_dia82_utt2_negative_NEU,disgust
MEL_dia15_utt21_positive_HAP,neutral
MEL_dia76_utt3_neutral_NEU,neutral
MEL_dia16_utt5_neutral_NEU,neutral
MEL_dia46_utt11_negative_FEA,fear
MEL_dia58_utt11_positive_NEU,happy
MEL_dia17_utt23_neutral_NEU,neutral
MEL_dia40_utt9_negative_SAD,neutral
MEL_dia65_utt1_positive_NEU,neutral
MEL_dia64_utt1_positive_NEU,neutral
MEL_dia12_utt14_neutral_NEU,happy
MEL_dia51_utt0_positive_HAP,happy
MEL_dia40_utt1_negative_NEU,neutral
MEL_dia11_utt2_neutral_NEU,neutral
MEL_dia58_utt9_negative_SAD,neutral
MEL_dia14_utt4_negative_NEU,neutral
MEL_dia65_utt3_negative_DIS,neutral
MEL_dia52_utt1_negative_DIS,happy
MEL_dia44_utt0_negative_NEU,neutral
MEL_dia76_utt4_positive_NEU,neutral
MEL_dia32_utt3_neutral_NEU,neutral
MEL_dia40_utt0_negative_HAP,happy
MEL_dia87_utt6_neutral_NEU,neutral
MEL_dia12_utt15_neutral_NEU,happy
MEL_dia76_utt14_negative_NEU,neutral
MEL_dia67_utt10_positive_NEU,happy
MEL_dia40_utt12_positive_HAP,neutral
MEL_dia21_utt8_negative_DIS,happy
MEL_dia48_utt2_positive_NEU,neutral
MEL_dia55_utt7_neutral_NEU,neutral
MEL_dia41_utt7_neutral_NEU,neutral
MEL_dia54_utt11_negative_SAD,neutral
MEL_dia76_utt2_neutral_NEU,neutral
MEL_dia62_utt11_neutral_NEU,happy
MEL_dia51_utt4_negative_NEU,sad
MEL_dia48_utt3_negative_HAP,neutral
MEL_dia34_utt0_neutral_NEU,neutral
MEL_dia73_utt1_negative_NEU,neutral
MEL_dia3_utt0_negative_NEU,neutral
MEL_dia74_utt4_negative_NEU,happy
MEL_dia39_utt1_negative_NEU,happy
MEL_dia11_utt1_negative_FEA,neutral
MEL_dia78_utt6_neutral_NEU,neutral
MEL_dia21_utt0_negative_NEU,neutral
MEL_dia21_utt9_neutral_NEU,neutral
MEL_dia43_utt4_neutral_NEU,neutral
MEL_dia22_utt3_negative_HAP,neutral
MEL_dia63_utt0_positive_NEU,happy
MEL_dia7_utt2_neutral_NEU,neutral
MEL_dia83_utt1_positive_NEU,happy
MEL_dia2_utt2_negative_SAD,neutral
MEL_dia75_utt2_neutral_NEU,neutral
MEL_dia84_utt6_negative_NEU,happy
MEL_dia74_utt6_negative_NEU,neutral
MEL_dia26_utt0_negative_HAP,neutral
MEL_dia57_utt1_positive_HAP,happy
MEL_dia78_utt1_negative_NEU,sad
MEL_dia83_utt7_negative_SAD,sad
MEL_dia23_utt0_negative_HAP,neutral
MEL_dia93_utt4_neutral_NEU,happy
MEL_dia12_utt9_negative_NEU,sad
MEL_dia44_utt1_negative_NEU,neutral
MEL_dia68_utt10_positive_NEU,neutral
MEL_dia17_utt21_neutral_NEU,happy
MEL_dia29_utt2_negative_NEU,fear
MEL_dia55_utt9_positive_HAP,neutral
MEL_dia10_utt3_negative_NEU,neutral
MEL_dia33_utt5_negative_SAD,neutral
MEL_dia12_utt6_negative_SAD,happy
MEL_dia55_utt5_positive_HAP,neutral
MEL_dia78_utt3_negative_NEU,neutral
MEL_dia65_utt7_neutral_NEU,happy
MEL_dia54_utt10_negative_SAD,sad
MEL_dia25_utt3_negative_NEU,happy
MEL_dia80_utt6_neutral_NEU,happy
MEL_dia30_utt7_negative_NEU,happy
MEL_dia9_utt11_negative_SAD,happy
MEL_dia17_utt32_neutral_NEU,neutral
MEL_dia1_utt4_positive_HAP,happy
MEL_dia0_utt11_neutral_NEU,neutral
MEL_dia70_utt6_neutral_NEU,neutral
MEL_dia17_utt22_neutral_NEU,neutral
MEL_dia24_utt3_positive_HAP,happy
MEL_dia30_utt1_negative_HAP,neutral
MEL_dia1_utt3_negative_HAP,sad
MEL_dia39_utt14_neutral_NEU,happy
MEL_dia25_utt6_positive_HAP,sad
MEL_dia32_utt16_neutral_NEU,fear
MEL_dia15_utt2_positive_HAP,happy
MEL_dia28_utt5_negative_NEU,happy
MEL_dia67_utt12_neutral_NEU,neutral
MEL_dia46_utt7_positive_HAP,happy
MEL_dia9_utt0_negative_FEA,neutral
MEL_dia53_utt11_positive_HAP,happy
MEL_dia34_utt11_neutral_NEU,neutral
MEL_dia22_utt0_negative_HAP,neutral
MEL_dia54_utt16_negative_SAD,neutral
MEL_dia69_utt6_negative_NEU,neutral
MEL_dia8_utt6_positive_HAP,neutral
MEL_dia57_utt0_neutral_NEU,neutral
MEL_dia76_utt6_positive_NEU,neutral
MEL_dia63_utt3_negative_HAP,neutral
MEL_dia58_utt3_positive_HAP,happy
MEL_dia45_utt8_neutral_NEU,happy
MEL_dia20_utt7_negative_NEU,neutral
MEL_dia3_utt3_neutral_NEU,neutral
MEL_dia49_utt13_negative_NEU,neutral
MEL_dia72_utt1_negative_HAP,happy
MEL_dia50_utt16_neutral_NEU,neutral
MEL_dia65_utt8_neutral_NEU,neutral
MEL_dia45_utt4_positive_HAP,happy
MEL_dia7_utt7_negative_NEU,happy
MEL_dia17_utt4_negative_DIS,neutral
MEL_dia36_utt4_negative_NEU,neutral
MEL_dia43_utt3_neutral_NEU,neutral
MEL_dia46_utt9_positive_NEU,neutral
MEL_dia70_utt22_positive_HAP,happy
MEL_dia26_utt9_negative_SAD,neutral
MEL_dia17_utt28_negative_SAD,neutral
MEL_dia41_utt12_negative_NEU,neutral
MEL_dia72_utt15_neutral_NEU,neutral
MEL_dia66_utt4_negative_HAP,neutral
MEL_dia49_utt5_neutral_NEU,neutral
MEL_dia70_utt9_negative_DIS,neutral
MEL_dia8_utt1_positive_HAP,neutral
MEL_dia22_utt11_negative_NEU,neutral
MEL_dia32_utt9_negative_SAD,neutral
MEL_dia47_utt12_neutral_NEU,neutral
MEL_dia33_utt2_neutral_NEU,neutral
MEL_dia88_utt8_negative_SAD,neutral
MEL_dia29_utt9_negative_NEU,neutral
MEL_dia67_utt7_positive_NEU,happy
MEL_dia46_utt2_negative_HAP,happy
MEL_dia82_utt4_negative_NEU,neutral
MEL_dia66_utt5_negative_SAD,neutral
MEL_dia56_utt11_negative_HAP,neutral
MEL_dia50_utt1_negative_NEU,fear
MEL_dia20_utt9_neutral_NEU,happy
MEL_dia70_utt19_neutral_NEU,fear
MEL_dia14_utt10_neutral_NEU,neutral
MEL_dia38_utt3_positive_HAP,neutral
MEL_dia92_utt1_negative_NEU,disgust
MEL_dia52_utt0_neutral_NEU,neutral
MEL_dia49_utt2_negative_NEU,happy
MEL_dia18_utt0_neutral_NEU,neutral
MEL_dia50_utt0_negative_NEU,sad
MEL_dia46_utt5_negative_HAP,happy
MEL_dia70_utt21_neutral_NEU,sad
MEL_dia49_utt17_neutral_NEU,happy
MEL_dia62_utt5_positive_NEU,neutral
MEL_dia32_utt2_negative_NEU,neutral
MEL_dia81_utt1_neutral_NEU,neutral
MEL_dia59_utt5_positive_HAP,neutral
MEL_dia1_utt8_neutral_NEU,neutral
MEL_dia15_utt4_negative_NEU,neutral
MEL_dia36_utt2_neutral_NEU,neutral
MEL_dia34_utt10_positive_NEU,disgust
MEL_dia1_utt0_negative_NEU,happy
MEL_dia67_utt1_positive_NEU,neutral
MEL_dia57_utt3_negative_NEU,neutral
MEL_dia14_utt8_negative_NEU,neutral
MEL_dia54_utt18_positive_HAP,neutral
MEL_dia68_utt9_positive_HAP,neutral
MEL_dia42_utt0_negative_HAP,neutral
MEL_dia87_utt3_negative_NEU,neutral
MEL_dia76_utt15_neutral_NEU,happy
MEL_dia25_utt0_negative_NEU,neutral
MEL_dia73_utt4_neutral_NEU,neutral
MEL_dia3_utt2_negative_NEU,happy
MEL_dia15_utt8_negative_FEA,neutral
MEL_dia47_utt14_neutral_NEU,neutral
MEL_dia26_utt10_negative_SAD,disgust
MEL_dia28_utt7_negative_HAP,happy
MEL_dia79_utt1_negative_NEU,neutral
MEL_dia56_utt0_negative_SAD,happy
MEL_dia53_utt3_positive_HAP,sad
MEL_dia18_utt1_neutral_NEU,neutral
MEL_dia58_utt6_positive_NEU,neutral
MEL_dia27_utt1_positive_NEU,neutral
MEL_dia58_utt0_positive_HAP,happy
MEL_dia14_utt7_negative_HAP,neutral
MEL_dia2_utt10_positive_NEU,neutral
MEL_dia76_utt13_negative_NEU,neutral
MEL_dia23_utt7_negative_SAD,disgust
MEL_dia68_utt4_neutral_NEU,neutral
MEL_dia6_utt16_negative_SAD,fear
MEL_dia35_utt1_positive_HAP,happy
MEL_dia47_utt3_neutral_NEU,happy
MEL_dia15_utt3_negative_NEU,neutral
MEL_dia86_utt5_negative_DIS,neutral
MEL_dia9_utt8_negative_SAD,sad
MEL_dia16_utt6_negative_NEU,neutral
MEL_dia25_utt12_neutral_NEU,neutral
MEL_dia76_utt5_positive_NEU,neutral
MEL_dia78_utt8_negative_HAP,neutral
MEL_dia6_utt14_negative_SAD,neutral
MEL_dia64_utt15_neutral_NEU,happy
MEL_dia38_utt5_neutral_NEU,neutral
MEL_dia5_utt6_negative_NEU,neutral
MEL_dia50_utt4_neutral_NEU,happy
MEL_dia46_utt4_negative_HAP,neutral
MEL_dia15_utt1_positive_HAP,neutral
MEL_dia49_utt8_neutral_NEU,happy
MEL_dia57_utt4_positive_HAP,sad
MEL_dia34_utt9_positive_NEU,neutral
MEL_dia47_utt10_neutral_NEU,neutral
